chrom	start	end	length	chrom_	start_	end_	gene_name_	strand_	gene_len_	distance
chr2	164286141	164287246	1105	chr2	164286405	164286505	Gm14302	-	1059	0
chr2	164570610	164572273	1663	chr2	164571381	164571481	Wfdc3	-	14751	0
chr2	164594514	164596324	1810	chr2	164595116	164595216	Gm11457	-	15424	0
chr2	164610626	164612108	1482	chr2	164611273	164611373	Snx21	+	7993	0
chr2	164628532	164631403	2871	chr2	164630332	164630432	Acot8	-	12114	0
chr2	164647552	164649243	1691	chr2	164648136	164648236	Zswim1	+	4185	0
chr2	164658170	164659322	1152	chr2	164658906	164659006	Neurl2	-	2724	0
chr2	164859407	164860733	1326	chr2	164860317	164860417	Ncoa5	-	34510	0
chr2	165111075	165114197	3122	chr2	165113319	165113419	Slc35c2	-	11315	0
chr2	165150232	165152972	2740	chr2	165151929	165152029	Elmo2	-	38448	0
chr2	165317914	165319130	1216	chr2	165318774	165318874	2810408M09Rik	-	3214	0
chr2	165480014	165481014	1000	chr2	165480748	165480848	Eya2	+	116429	0
chr2	165682483	165683812	1329	chr2	165683134	165683234	BC046401	+	1350	0
chr2	165746486	165751384	4898	chr2	165751291	165751391	Gm11461	-	575	0
chr2	166270736	166273336	2600	chr2	166272901	166273001	5031425F14Rik	+	11781	0
chr2	166630163	166631867	1704	chr2	166631038	166631138	Arfgef2	+	92464	0
chr2	166730575	166732630	2055	chr2	166731490	166731590	Cse1l	+	40349	0
chr2	166839994	166841560	1566	chr2	166840643	166840743	Ddx27	+	19754	0
chr2	166887413	166889487	2074	chr2	166888465	166888565	Znfx1	-	27222	0
chr2	166927137	166928224	1087	chr2	166927276	166927376	Gm14290	-	3032	0
chr2	167173675	167174947	1272	chr2	167174633	167174733	B4galt5	-	50739	0
chr2	167246274	167248184	1910	chr2	167247162	167247262	Slc9a8	+	55288	0
chr2	167317576	167318714	1138	chr2	167318337	167318437	Spata2	-	11754	0
chr2	167361879	167364397	2518	chr2	167363645	167363745	Snai1	+	4619	0
chr2	167456804	167457825	1021	chr2	167457545	167457645	Ube2v1	-	24457	0
chr2	167486282	167488107	1825	chr2	167486946	167487046	Gm20431	-	53646	0
chr2	167602710	167603836	1126	chr2	167602917	167603017	Gm14321	+	5102	0
chr2	167756874	167758658	1784	chr2	167757507	167757607	Ptpn1	+	47328	0
chr2	167905276	167907689	2413	chr2	167906454	167906554	Pard6b	+	20199	0
chr2	167979446	167980732	1286	chr2	167979963	167980063	E130018N17Rik	-	1910	0
chr2	168031916	168032940	1024	chr2	168032562	168032662	Adnp	-	26126	0
chr2	168779929	168781164	1235	chr2	168781037	168781137	Zfp64	-	62256	0
chr2	169971824	169974927	3103	chr2	169973553	169973653	Zfp217	-	39460	0
chr2	170336325	170337404	1079	chr2	170337377	170337477	Gm16796	-	12570	0
chr2	172195768	172196794	1026	chr2	172195985	172196085	Aurka	-	14345	0
chr2	172218329	172223007	4678	chr2	172219244	172219344	Cass4	+	39963	0
chr2	172265145	172266980	1835	chr2	172266010	172266110	Gm14455	-	14756	0
chr2	172801312	172803395	2083	chr2	172803151	172803251	Spo11	+	15876	0
chr2	172824857	172826382	1525	chr2	172825568	172825668	Rae1	+	15622	0
chr2	172843247	172846484	3237	chr2	172845949	172846049	Rbm38	+	14236	0
chr2	172846667	172848688	2021	chr2	172848407	172848507	Gm20490	-	453	0
chr2	173042800	173044780	1980	chr2	173044374	173044474	Zbp1	-	12311	0
chr2	173403066	173404653	1587	chr2	173403816	173403916	Ankrd60	-	9700	0
chr2	173484241	173486065	1824	chr2	173485091	173485191	Ppp4r1l-ps	-	80320	0
chr2	173562722	173564247	1525	chr2	173562962	173563062	Vapb	+	46825	0
chr2	173901088	173904478	3390	chr2	173901759	173901859	Stx16	+	23463	0
chr2	173935031	173936805	1774	chr2	173935800	173935900	Npepl1	+	12721	0
chr2	174119712	174121867	2155	chr2	174120887	174120987	Nespas	-	14199	0
chr2	174266900	174270388	3488	chr2	174266740	174266840	Rpl30-ps5	-	360	60
chr2	174288852	174289949	1097	chr2	174289556	174289656	Atp5e	-	3033	0
chr2	174297785	174299368	1583	chr2	174298532	174298632	Slmo2	-	8014	0
chr2	177757663	177758773	1110	chr2	177757939	177758039	Etohi1	+	10738	0
chr2	179710697	179712303	1606	chr2	179711301	179711401	Taf4a	-	64500	0
chr2	179758464	179760405	1941	chr2	179759642	179759742	Lsm14b	+	10478	0
chr2	179776248	179777378	1130	chr2	179777088	179777188	Psma7	-	6060	0
chr2	179853142	179854865	1723	chr2	179853961	179854061	Osbpl2	+	43374	0
chr2	179905321	179907035	1714	chr2	179906140	179906240	Adrm1	+	4801	0
chr2	179990556	179992846	2290	chr2	179992032	179992132	Rps21	+	1068	0
chr2	180007352	180009155	1803	chr2	180008151	180008251	Cables2	-	14956	0
chr2	180186213	180191727	5514	chr2	180190900	180191000	Slco4a1	+	18622	0
chr2	180322806	180324817	2011	chr2	180323900	180324000	Ogfr	+	6591	0
chr2	180429189	180435259	6070	chr2	180432718	180432818	U6	+	106	0
chr2	180459132	180460132	1000	chr2	180459918	180460018	Slc17a9	+	17017	0
chr2	180921796	180924088	2292	chr2	180921902	180922002	Ppdpf	+	1524	0
chr2	180976040	180977084	1044	chr2	180976682	180976782	BC006779	-	14412	0
chr2	181021622	181023057	1435	chr2	181022690	181022790	Gmeb2	-	36586	0
chr2	181054067	181055081	1014	chr2	181054394	181054494	Rtel1	+	36877	0
chr2	181099283	181101929	2646	chr2	181100059	181100159	Arfrp1	-	7714	0
chr2	181193207	181195176	1969	chr2	181194081	181194181	Zbtb46	-	71664	0
chr2	181226523	181228152	1629	chr2	181227861	181227961	Abhd16b	+	1774	0
chr2	181332966	181334682	1716	chr2	181333867	181333967	Samd10	-	3994	0
chr2	181427975	181429041	1066	chr2	181428632	181428732	Rgs19	-	5558	0
chr2	181571812	181573246	1434	chr2	181572509	181572609	Pcmtd2	+	19607	0
chr2	181598073	181599973	1900	chr2	181598992	181599092	Polr3k	+	6493	0
chr2	6243516	6244644	1128	chr2	6243663	6243763	Usp6nl	+	123723	0
chr2	11422865	11425656	2791	chr2	11423678	11423778	Pfkfb3	-	30671	0
chr2	11564309	11566627	2318	chr2	11564369	11564469	Il2ra	+	50399	0
chr2	11626913	11628016	1103	chr2	11626864	11626964	Il15ra	+	28699	0
chr2	12340123	12341416	1293	chr2	12341046	12341146	Fam188a	-	72206	0
chr2	18593734	18595725	1991	chr2	18593961	18594061	Commd3	+	3847	0
chr2	18598331	18599395	1064	chr2	18598595	18598695	Bmi1	+	9611	0
chr2	18918758	18920706	1948	chr2	18919703	18919803	Pip4k2a	-	155871	0
chr2	22629158	22631352	2194	chr2	22629564	22629664	Apbb1ip	+	101559	0
chr2	22750770	22751850	1080	chr2	22751206	22751306	A130006I12Rik	-	415	0
chr2	23011268	23012702	1434	chr2	23011494	23011594	Mastl	-	40418	0
chr2	24618048	24619048	1000	chr2	24618622	24618722	Cacna1b	-	159265	0
chr2	24817734	24819474	1740	chr2	24817870	24817970	Wdr85	+	9763	0
chr2	24830478	24832333	1855	chr2	24830568	24830668	Mrpl41	-	981	0
chr2	25050674	25052497	1823	chr2	25052356	25052456	A830007P12Rik	-	3920	0
chr2	25096776	25097776	1000	chr2	25097725	25097825	Rnf208	+	2007	0
chr2	25211567	25212653	1086	chr2	25211829	25211929	Dpp7	-	4083	0
chr2	25277610	25278994	1384	chr2	25278737	25278837	Fut7	+	3107	0
chr2	25476895	25477895	1000	chr2	25477475	25477575	Tmem141	-	1938	0
chr2	26206850	26208530	1680	chr2	26207580	26207680	Dnlz	-	3989	0
chr2	26459212	26460262	1050	chr2	26459887	26459987	Agpat2	-	11360	0
chr2	26495027	26496141	1114	chr2	26495714	26495814	Snhg7	-	3067	0
chr2	26765981	26767011	1030	chr2	26766147	26766247	Med22	-	5415	0
chr2	26819483	26820519	1036	chr2	26819856	26819956	Rexo4	-	10823	0
chr2	26883334	26884526	1192	chr2	26883468	26883568	Slc2a6	-	6635	0
chr2	27370328	27372239	1911	chr2	27370627	27370727	Wdr5	+	21378	0
chr2	29107730	29109259	1529	chr2	29108475	29108575	Ntng2	-	58464	0
chr2	29904065	29905131	1066	chr2	29904351	29904451	Wdr34	-	17335	0
chr2	30141613	30142708	1095	chr2	30141824	30141924	Dolk	-	2125	0
chr2	30247566	30248932	1366	chr2	30247724	30247824	Dolpp1	+	8275	0
chr2	30271304	30272339	1035	chr2	30271283	30271383	Crat	-	15342	0
chr2	30822716	30823779	1063	chr2	30823403	30823503	Tor1a	-	7306	0
chr2	31829614	31830691	1077	chr2	31829906	31830006	Nup214	+	79539	0
chr2	32006554	32007867	1313	chr2	32006552	32006652	Prrc2b	+	83455	0
chr2	32250750	32251787	1037	chr2	32251366	32251466	Ptges2	+	6843	0
chr2	32306765	32308488	1723	chr2	32306915	32307015	Slc25a25	-	36958	0
chr2	32612510	32613574	1064	chr2	32612704	32612804	Tor2a	+	5010	0
chr2	32730858	32732568	1710	chr2	32731471	32731571	Gm13523	-	2246	0
chr2	32817056	32818254	1198	chr2	32817084	32817184	Lrsam1	-	36394	0
chr2	33226373	33227392	1019	chr2	33226956	33227056	Ralgps1	-	238065	0
chr2	33323232	33324430	1198	chr2	33324029	33324129	Zbtb43	-	18272	0
chr2	34227359	34229099	1740	chr2	34228610	34228710	Pbx3	-	201683	0
chr2	34768761	34769796	1035	chr2	34769496	34769596	Phf19	-	20269	0
chr2	34964188	34965239	1051	chr2	34964962	34965062	Cep110	+	69330	0
chr2	35904135	35905198	1063	chr2	35904876	35904976	Ndufa8	-	13080	0
chr2	38781612	38783745	2133	chr2	38783158	38783258	Nr6a1	-	204318	0
chr2	43604065	43605384	1319	chr2	43604294	43604394	Arhgap15	+	647129	0
chr2	48669233	48670925	1692	chr2	48669579	48669679	Acvr2a	+	89160	0
chr2	49306722	49309408	2686	chr2	49306956	49307056	Epc2	+	100462	0
chr2	51789783	51790889	1106	chr2	51790633	51790733	Rbm43	-	10715	0
chr2	51827756	51829973	2217	chr2	51828964	51829064	Nmi	-	25007	0
chr2	51928101	51929998	1897	chr2	51928307	51928407	Rif1	+	49546	0
chr2	52531302	52532401	1099	chr2	52532300	52532400	Cacnb4	-	248505	0
chr2	52600804	52602838	2034	chr2	52601265	52601365	Stam2	-	54132	0
chr2	57091068	57092068	1000	chr2	57090869	57090969	A930012O16Rik	-	2281	99
chr2	58419310	58420387	1077	chr2	58419518	58419618	Acvr1	-	178513	0
chr2	58998610	58999922	1312	chr2	58998690	58998790	Ccdc148	-	324632	0
chr2	61416352	61417412	1060	chr2	61416592	61416692	Tank	+	75586	0
chr2	65075885	65077486	1601	chr2	65077410	65077510	Cobll1	-	151064	0
chr2	65961955	65963428	1473	chr2	65963001	65963101	Galnt3	-	42228	0
chr2	68699219	68700695	1476	chr2	68699448	68699548	Lass6	+	252841	0
chr2	69484964	69486080	1116	chr2	69485178	69485278	Bbs5	+	20400	0
chr2	69560533	69561633	1100	chr2	69560552	69560652	Ppig	+	31467	0
chr2	69699360	69702648	3288	chr2	69699569	69699669	Ssb	+	10284	0
chr2	71710994	71712060	1066	chr2	71711231	71711331	Pdk1	+	30634	0
chr2	72123510	72124740	1230	chr2	72123644	72123744	B230120H23Rik	+	156973	0
chr2	72817677	72818826	1149	chr2	72818453	72818553	Sp3	-	44019	0
chr2	74663601	74664713	1112	chr2	74663810	74663910	Mtx2	+	52628	0
chr2	75541863	75542868	1005	chr2	75542648	75542748	Nfe2l2	-	29128	0
chr2	75614041	75615948	1907	chr2	75615195	75615295	Gm13657	+	5118	0
chr2	75669912	75671132	1220	chr2	75670184	75670284	Agps	+	99173	0
chr2	83484400	83485485	1085	chr2	83484542	83484642	Zc3h15	+	20187	0
chr2	84555210	84556253	1043	chr2	84555287	84555387	Zdhhc5	-	27210	0
chr2	84638529	84641050	2521	chr2	84638935	84639035	Ube2l6	+	11507	0
chr2	84666902	84668077	1175	chr2	84667104	84667204	Timm10	+	3216	0
chr2	90419531	90421083	1552	chr2	90420754	90420854	Ptprj	-	150893	0
chr2	90744086	90745160	1074	chr2	90744934	90745034	Ndufs3	-	10193	0
chr2	90757136	90758710	1574	chr2	90758365	90758465	Ptpmt1	-	7545	0
chr2	90780316	90781414	1098	chr2	90780489	90780589	Celf1	+	79115	0
chr2	90910551	90911709	1158	chr2	90910524	90910624	Slc39a13	-	8626	0
chr2	92885545	92886840	1295	chr2	92886274	92886374	Prdm11	-	81016	0
chr2	93301193	93304008	2815	chr2	93303247	93303347	Cd82	-	44029	0
chr2	94246174	94247208	1034	chr2	94246796	94246896	Ttc17	-	105922	0
chr2	98502414	98503414	1000	chr2	98502344	98502444	Gm10801	+	1846	0
chr2	98506731	98507731	1000	chr2	98507408	98507508	Gm10800	-	754	0
chr2	101879433	101880436	1003	chr2	101879736	101879836	Gm13919	+	27096	0
chr2	102291352	102292498	1146	chr2	102291899	102291999	Fjx1	-	2424	0
chr2	103405605	103407333	1728	chr2	103406417	103406517	Abtb2	+	152113	0
chr2	103867684	103868912	1228	chr2	103868468	103868568	4931422A03Rik	-	61418	0
chr2	103962809	103963809	1000	chr2	103962876	103962976	A930018P22Rik	+	1980	0
chr2	104333559	104334940	1381	chr2	104334553	104334653	Hipk3	-	67965	0
chr2	104551649	104552979	1330	chr2	104552276	104552376	Tcp11l1	-	54881	0
chr2	104656135	104657229	1094	chr2	104656803	104656903	Qser1	-	61901	0
chr2	113688534	113689578	1044	chr2	113688768	113688868	Arhgap11a	-	18645	0
chr2	114026486	114027530	1044	chr2	114027155	114027255	Zfp770	-	8008	0
chr2	116725528	116726528	1000	chr2	116725838	116725938	D330050G23Rik	+	12639	0
chr2	116946371	116947732	1361	chr2	116947060	116947160	Spred1	+	60905	0
chr2	118571360	118572614	1254	chr2	118571444	118571544	5430417L22Rik	+	3052	0
chr2	118687403	118688480	1077	chr2	118687640	118687740	Ivd	+	20955	0
chr2	118981961	118983472	1511	chr2	118982720	118982820	Fam82a2	-	20033	0
chr2	119723018	119724056	1038	chr2	119722914	119723014	Mga	+	72353	4
chr2	119852965	119854049	1084	chr2	119853139	119853239	Gm13999	-	2646	0
chr2	120434754	120435850	1096	chr2	120435206	120435306	Lrrc57	-	5282	0
chr2	120802349	120804515	2166	chr2	120802703	120802803	Tmem62	+	30835	0
chr2	120965638	120967191	1553	chr2	120966384	120966484	Lcmt2	-	12391	0
chr2	120996626	120997689	1063	chr2	120996811	120996911	Zscan29	-	12852	0
chr2	121239347	121240394	1047	chr2	121240267	121240367	Catsper2	-	21950	0
chr2	126896035	126897186	1151	chr2	126896351	126896451	Blvra	+	26419	0
chr2	127033788	127035872	2084	chr2	127033966	127034066	1810024B03Rik	-	21925	0
chr2	127269980	127271044	1064	chr2	127270251	127270351	Fahd2a	-	8350	0
chr2	127614397	127615487	1090	chr2	127614583	127614683	Nphp1	-	48165	0
chr2	128254171	128258160	3989	chr2	128255035	128255135	Gm14005	-	233356	0
chr2	128792792	128793832	1040	chr2	128793411	128793511	Gm10762	-	1132	0
chr2	129122854	129124015	1161	chr2	129122898	129122998	Ckap2l	-	29002	0
chr2	129418394	129420399	2005	chr2	129418521	129418621	Sirpa	+	39393	0
chr2	129626148	129627276	1128	chr2	129626203	129626303	Stk35	+	31770	0
chr2	130275602	130276682	1080	chr2	130275964	130276064	Ptpra	+	104022	0
chr2	131012338	131013503	1165	chr2	131012968	131013068	Spef1	-	17021	0
chr2	131087925	131089446	1521	chr2	131088181	131088281	Pank2	+	36693	0
chr2	132088828	132090072	1244	chr2	132088834	132088934	Cds2	+	48902	0
chr2	135484447	135485447	1000	chr2	135484697	135484797	Plcb4	+	355582	0
chr2	136942476	136943528	1052	chr2	136942330	136942430	Jag1	-	35188	46
chr2	144352862	144354250	1388	chr2	144353100	144353200	6330439K17Rik	-	56857	0
chr2	144381169	144382271	1102	chr2	144381915	144382015	Sec23b	+	34520	0
chr2	144419438	144420606	1168	chr2	144419740	144419840	Gm561	+	1312	0
chr2	148233769	148234769	1000	chr2	148233874	148233974	Thbd	-	3717	0
chr2	150576135	150577213	1078	chr2	150576448	150576548	Gm16962	-	2481	0
chr2	150864287	150865926	1639	chr2	150865068	150865168	Ninl	-	104863	0
chr2	151319720	151320780	1060	chr2	151319868	151319968	Nsfl1c	+	17232	0
chr2	151805110	151806317	1207	chr2	151805905	151806005	Fam110a	-	10821	0
chr2	152239690	152241233	1543	chr2	152240730	152240830	Zcchc3	-	3088	0
chr2	152656210	152658292	2082	chr2	152657414	152657514	Bcl2l1	-	64412	0
chr2	152776920	152777920	1000	chr2	152777384	152777484	Dusp15	-	10703	0
chr2	152788179	152789179	1000	chr2	152788171	152788271	Ttll9	+	45997	0
chr2	153050406	153051443	1037	chr2	153051127	153051227	Tspyl3	-	3061	0
chr2	153171223	153172715	1492	chr2	153171759	153171859	2500004C02Rik	-	4916	0
chr2	154394817	154396719	1902	chr2	154395578	154395678	E2f1	-	10485	0
chr2	154717710	154719507	1797	chr2	154718621	154718721	Eif2s2	-	21525	0
chr2	154958933	154960093	1160	chr2	154959195	154959295	Itch	+	93346	0
chr2	155298857	155299985	1128	chr2	155299580	155299680	Ncoa6	-	83229	0
chr2	155343519	155344764	1245	chr2	155343923	155344023	Ggt7	-	27858	0
chr2	155755582	155756712	1130	chr2	155755996	155756096	Uqcc	-	83416	0
chr2	155936969	155937986	1017	chr2	155937645	155937745	Cpne1	-	40114	0
chr2	155969613	155971550	1937	chr2	155969872	155969972	Nfs1	-	65257	0
chr2	156022100	156028169	6069	chr2	156022152	156022252	Phf20	+	113486	0
chr2	156137349	156138525	1176	chr2	156138390	156138490	Scand1	-	857	0
chr2	156687958	156689636	1678	chr2	156688631	156688731	5430405H02Rik	-	10515	0
chr2	156960094	156961771	1677	chr2	156960951	156961051	Samhd1	-	37736	0
chr2	157029937	157031185	1248	chr2	157030220	157030320	Rbl1	-	58641	0
chr2	157193158	157194273	1115	chr2	157193280	157193380	Manbal	+	29169	0
chr2	158235243	158236320	1077	chr2	158235534	158235634	Ralgapb	+	89405	0
chr2	162756932	162757950	1018	chr2	162757214	162757314	Srsf6	+	5593	0
chr2	162880073	162881466	1393	chr2	162880373	162880473	Mybl2	+	30001	0
chr2	163028487	163029488	1001	chr2	163028811	163028911	Tox2	+	121045	0
chr2	164322651	164323749	1098	chr2	164322970	164323070	Pigt	+	10781	0
chr2	164681911	164683969	2058	chr2	164683161	164683261	Pltp	-	18193	0
chr2	164704568	164706311	1743	chr2	164704754	164704854	Pcif1	+	15150	0
chr2	164736552	164737650	1098	chr2	164737207	164737307	Zfp335	-	19875	0
chr2	164881078	164882233	1155	chr2	164881077	164881177	Cd40	+	17321	0
chr2	165817843	165819044	1201	chr2	165817967	165818067	Gm11464	-	11791	0
chr2	166538645	166540334	1689	chr2	166539282	166539382	Prex1	-	147490	0
chr2	166820994	166822705	1711	chr2	166821749	166821849	Stau1	-	48750	0
chr2	167014395	167016082	1687	chr2	167015605	167015705	Kcnb1	-	86777	0
chr2	167514291	167515448	1157	chr2	167515272	167515372	Tmem189	-	47214	0
chr2	168055139	168056529	1390	chr2	168055814	168055914	RP23-391M18.7	-	49378	0
chr2	172170843	172171880	1037	chr2	172171015	172171115	2010011I20Rik	+	10184	0
chr2	173100093	173101950	1857	chr2	173101984	173102084	Pmepa1	-	52075	34
chr2	174241003	174242056	1053	chr2	174241255	174241355	Th1l	+	11698	0
chr2	179804959	179806111	1152	chr2	179805243	179805343	Gtpbp5	+	15314	0
chr2	180444569	180445709	1140	chr2	180444654	180444754	Dido1	-	52035	0
chr2	180654951	180656586	1635	chr2	180655604	180655704	Ythdf1	-	16572	0
chr2	180700993	180702733	1740	chr2	180701880	180701980	Arfgap1	+	15301	0
chr2	180954527	180955633	1106	chr2	180954668	180954768	BC051628	+	2841	0
chr2	181231004	181232627	1623	chr2	181231797	181231897	Tpd52l2	+	20824	0
chr2	181254887	181255992	1105	chr2	181255140	181255240	Dnajc5	+	34648	0
chr2	181326617	181328235	1618	chr2	181327458	181327558	Znf512b	-	10700	0
chr2	181414738	181415853	1115	chr2	181414965	181415065	Tcea2	+	7761	0
chr3	5575495	5577536	2041	chr3	5576189	5576289	Pxmp3	-	16051	0
chr3	7503106	7504210	1104	chr3	7503376	7503476	Fam164a	+	50422	0
chr3	7612596	7614003	1407	chr3	7613672	7613772	Il7	-	41686	0
chr3	8923159	8924208	1049	chr3	8923868	8923968	Mrps28	-	121772	0
chr3	9003802	9004859	1057	chr3	9004673	9004773	Tpd52	-	76097	0
chr3	9249027	9251360	2333	chr3	9250552	9250652	Zbtb10	+	34731	0
chr3	9832709	9833893	1184	chr3	9833629	9833729	Pag1	-	146200	0
chr3	10011793	10013398	1605	chr3	10012498	10012598	Fabp5	+	4059	0
chr3	10087199	10088199	1000	chr3	10088123	10088223	Gm9833	+	4391	0
chr3	10330763	10331802	1039	chr3	10331389	10331489	Impa1	-	17899	0
chr3	10350109	10351626	1517	chr3	10351267	10351367	Zfand1	-	11364	0
chr3	10439366	10440733	1367	chr3	10440074	10440174	Snx16	-	22305	0
chr3	14533037	14534622	1585	chr3	14533738	14533838	Lrrcc1	+	38870	0
chr3	14578288	14579692	1404	chr3	14578621	14578721	E2f5	+	27637	0
chr3	14610506	14612104	1598	chr3	14611171	14611271	1810022K09Rik	-	4901	0
chr3	14885783	14888816	3033	chr3	14886376	14886476	Car2	+	14343	0
chr3	16082361	16084194	1833	chr3	16083133	16083233	Ythdf3	+	33852	0
chr3	19062339	19063986	1647	chr3	19063015	19063115	Armc1	-	30919	0
chr3	19087236	19089053	1817	chr3	19087277	19087377	Mtfr1	+	33490	0
chr3	19210555	19212231	1676	chr3	19211272	19211372	Pde7a	-	88214	0
chr3	19794051	19796740	2689	chr3	19794836	19794936	4632415L05Rik	+	1076	0
chr3	19933936	19935707	1771	chr3	19935265	19935365	Hps3	-	39370	0
chr3	19956980	19959369	2389	chr3	19957761	19957861	Hltf	+	60565	0
chr3	20054115	20055336	1221	chr3	20055166	20055266	Gyg	-	33246	0
chr3	27050992	27053782	2790	chr3	27052750	27052850	Ect2	-	56656	0
chr3	27081506	27083342	1836	chr3	27081837	27081937	Nceh1	+	101643	0
chr3	27215265	27216310	1045	chr3	27215900	27216000	Tnfsf10	+	25399	0
chr3	28161403	28163133	1730	chr3	28162086	28162186	Tnik	+	412644	0
chr3	28703513	28705164	1651	chr3	28704308	28704408	Rpl22l1	+	1916	0
chr3	30493824	30495004	1180	chr3	30494629	30494729	Telomerase-vert	-	411	0
chr3	30754412	30755541	1129	chr3	30754822	30754922	Gpr160	+	41242	0
chr3	30867013	30868711	1698	chr3	30868287	30868387	Phc3	-	70120	0
chr3	30893943	30895027	1084	chr3	30894619	30894719	Prkci	+	56994	0
chr3	32262585	32265329	2744	chr3	32264550	32264650	Zmat3	-	30882	0
chr3	32295127	32297090	1963	chr3	32296543	32296643	Pik3ca	+	70815	0
chr3	32388971	32390952	1981	chr3	32390841	32390941	Kcnmb3	-	19648	0
chr3	32428051	32429255	1204	chr3	32428337	32428437	Mfn1	+	49774	0
chr3	32514287	32515888	1601	chr3	32515457	32515557	Gnb4	-	36253	0
chr3	32606585	32608625	2040	chr3	32607418	32607518	Actl6a	+	18422	0
chr3	32634959	32637441	2482	chr3	32636019	32636119	Mrpl47	-	11750	0
chr3	33978829	33980579	1750	chr3	33980193	33980293	Dnajc19	-	25301	0
chr3	35652051	35653797	1746	chr3	35653006	35653106	Atp11b	+	102140	0
chr3	35898827	35900391	1564	chr3	35899550	35899650	Mccc1	-	41366	0
chr3	36373855	36375659	1804	chr3	36374715	36374815	Anxa5	-	26918	0
chr3	36450711	36452318	1607	chr3	36451478	36451578	Exosc9	+	13123	0
chr3	36469678	36471953	2275	chr3	36471022	36471122	Ccna2	-	7284	0
chr3	36511614	36513072	1458	chr3	36512349	36512449	Bbs7	-	40335	0
chr3	36760973	36762810	1837	chr3	36761978	36762078	4932438A13Rik	+	189927	0
chr3	37317807	37318854	1047	chr3	37318768	37318868	Spata5	+	159200	0
chr3	38382742	38383975	1233	chr3	38383716	38383816	Ankrd50	-	35583	0
chr3	40548315	40550207	1892	chr3	40548367	40548467	Hspa4l	+	51608	0
chr3	40603171	40604664	1493	chr3	40603891	40603991	Plk4	+	16864	0
chr3	40649278	40651729	2451	chr3	40650757	40650857	Mfsd8	-	28815	0
chr3	40697218	40699094	1876	chr3	40697995	40698095	6430590A07Rik	-	8226	0
chr3	40752614	40756267	3653	chr3	40754503	40754603	Larp1b	+	27162	0
chr3	40885213	40888158	2945	chr3	40886918	40887018	Pgrmc2	-	16720	0
chr3	41545703	41546732	1029	chr3	41546386	41546486	Sclt1	-	115797	0
chr3	50246669	50248241	1572	chr3	50247485	50247585	Slc7a11	-	78677	0
chr3	51028161	51029201	1040	chr3	51028319	51028419	Ccrn4l	+	27197	0
chr3	51143876	51144930	1054	chr3	51144530	51144630	Elf2	-	85427	0
chr3	51200187	51201187	1000	chr3	51200610	51200710	4930583H14Rik	-	8323	0
chr3	51286987	51289826	2839	chr3	51287838	51287938	Rab33b	+	11939	0
chr3	51905252	51909265	4013	chr3	51908763	51908863	Maml3	-	417280	0
chr3	52820373	52821468	1095	chr3	52821095	52821195	Cog6	-	35100	0
chr3	53265279	53267830	2551	chr3	53267195	53267295	Nhlrc3	-	14735	0
chr3	53667083	53668975	1892	chr3	53667702	53667802	Ufm1	-	8618	0
chr3	54495698	54497458	1760	chr3	54496977	54497077	Fam48a	+	35657	0
chr3	54915607	54916778	1171	chr3	54915980	54916080	Spg20	+	25214	0
chr3	57454895	57455994	1099	chr3	57455587	57455687	Commd2	-	8811	0
chr3	57494887	57496785	1898	chr3	57496409	57496509	Gm410	-	26052	0
chr3	57539208	57541535	2327	chr3	57539943	57540043	Rnf13	+	99354	0
chr3	57650698	57652376	1678	chr3	57651436	57651536	Pfn2	-	5669	0
chr3	58217623	58220054	2431	chr3	58219387	58219487	Tsc22d2	+	51272	0
chr3	58328745	58330669	1924	chr3	58329745	58329845	Serp1	-	3904	0
chr3	58933655	58934939	1284	chr3	58934496	58934596	P2ry14	-	15998	0
chr3	59064134	59067576	3442	chr3	59066703	59066803	P2ry12	-	46560	0
chr3	60276887	60278694	1807	chr3	60276982	60277082	Mbnl1	+	156638	0
chr3	61166459	61169437	2978	chr3	61168379	61168479	Rap2b	+	4196	0
chr3	62310214	62311301	1087	chr3	62310876	62310976	Dhx36	-	36965	0
chr3	63732624	63733685	1061	chr3	63733344	63733444	E130311K13Rik	-	14788	0
chr3	63766607	63769493	2886	chr3	63768640	63768740	Slc33a1	-	31261	0
chr3	63779753	63781018	1265	chr3	63779978	63780078	Gmps	+	46473	0
chr3	65194837	65196902	2065	chr3	65196495	65196595	Ssr3	-	12968	0
chr3	65331495	65333172	1677	chr3	65332282	65332382	Tiparp	+	26735	0
chr3	65467959	65470465	2506	chr3	65470100	65470200	Lekr1	+	164934	0
chr3	67233666	67234761	1095	chr3	67233968	67234068	Gfm1	+	46433	0
chr3	67266827	67268465	1638	chr3	67267798	67267898	Lxn	-	5928	0
chr3	67318545	67319819	1274	chr3	67319395	67319495	Rarres1	-	36551	0
chr3	67385856	67387706	1850	chr3	67386640	67386740	Mfsd1	+	21463	0
chr3	68672882	68674559	1677	chr3	68674138	68674238	Gm17641	-	2349	0
chr3	68808174	68809844	1670	chr3	68808442	68808542	Ift80	-	112071	0
chr3	68813799	68818286	4487	chr3	68813774	68813874	Mir16-2	+	94	0
chr3	68847955	68849685	1730	chr3	68848627	68848727	Trim59	-	9467	0
chr3	69119699	69121046	1347	chr3	69120733	69120833	Ppm1l	+	243941	0
chr3	69525119	69527022	1903	chr3	69525857	69525957	Nmd3	+	27057	0
chr3	75359846	75361761	1915	chr3	75360728	75360828	Pdcd10	-	40366	0
